Skeleton ID,Frontal - Left,Frontal - Right,Parietal - Left,Parietal - Right,Occipital,Temporal - Left,Temporal - Right,Sphenoid,Ethmoid,Vomer,Nasal - Left,Nasal - Right,Zygomatic - Left,Zygomatic - Right,Maxilla - Left,Maxilla - Right,Palatine - Left,Palatine - Right,Hyoid,Mandible,Unidentified Cranial Fragments,LXI1,LXI2,LXC,LXPM3,LXPM4,LXM1,LXM2,LXM3,RXI1,RXI2,RXC,RXPM3,RXPM4,RXM1,RXM2,RXM3,LNI1,LNI2,LNC,LNPM3,LNPM4,LNM1,LNM2,LNM3,RNI1,RNI2,RNC,RNPM3,RNPM4,RNM1,RNM2,RNM3,Clavicle - Left,Clavicle - Right,Scapula - Left,Scapula - Right,Patella - Left,Patella - Right,Sacrum,Ilium - Left,Ilium - Right,Ischium - Left,Ischium - Right,Pubis - Left,Pubis - Right,Coccyx,C1,C2,C7,C3-6,T1-9,T10,T11,T12,L1,L2,L3,L4,L5,LXdI1,LXdI2,LXdC,LXdM1,LXdM2,RXdI1,RXdI2,RXdC,RXdM1,RXdM2,LNdI1,LNdI2,LNdC,LNdM1,LNdM2,RNdI1,RNdI2,RNdC,RNdM1,RNdM2,Vertebral Fragments,Sternum,1st Rib - Left,1st Rib - Right,2nd Rib - Left,2nd Rib - Right,11th Rib - Left,11th Rib - Right,12th Rib - Left,12th Rib - Right,3-10 Ribs - Left,3-10 Ribs - Right,Ribs - Unsided,Humerus - Left,Humerus - Right,Radius - Left,Radius - Right,Ulna - Left,Ulna - Right,Femur - Left,Femur - Right,Tibia - Left,Tibia - Right,Fibula - Left,Fibula - Right,Talus - Left,Talus - Right,Calcaneus - Left,Calcaneus - Right,Carpals - Left,Carpals - Right,Metacarpals - Left,Metacarpals - Right,Hand Phalanges,Tarsals - Left,Tarsals - Right,Metatarsals - Left,Metatarsals - Right,Foot Phalanges,Inventory Comments,Ossified Cartilage,Rhomboid Fossa - L,Rhomboid Fossa - R
"T68B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,"0","0","0",,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,"Other bones include: one MC, distal third of a fibula, and a fragment of distal femur.",0,"Absent","Present"
"T68C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2","4",0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,"0","0","0","Distal Third",,,"Distal Third",,,,,,,,,0,0,0,0,,,"5","1",,,,,,,"Mandible contains some teeth.  Unsure which L verts or T verts specifically are present.",0,"Unknown (fragmented clavicle)","Unknown (clavicle fragmented)"
"T69A",0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,"4","9",1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,20,1,1,1,0,1,1,0,1,0,"4","6","30","Complete","Complete","Prox Third","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete",1,1,1,1,"ham, gr mult, less mult, triq","ham, cap, lun, scaph","1, 2, 3, 4, 5","1, 2, 3, 4, 5","10 prox, 6 interm, 6 distal",,"cuboid, navic, 2nd, 3rd cunei","3, 4","1, 4, 5","2 prox","2 L MTs present, unsure which ones they are; fairly certain one is MT4.  Sesamoid bone present in foot.",0,"Absent","Absent"
"T69B",1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,"4","9",1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,50,0,1,0,0,0,1,0,0,0,"8","5","10","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete",0,0,0,0,,,,,"2 prox R, 2 prox L",,,,,"2 prox","Also included are 3 R MCs, 4 L MCs and 5 MTs.  Cranium is highly fragmentary.  Unsure specifically which verts are present, but there are basically enough bodies to make up the entire spine.  At least 3 C, 12 T, and 3 L.",0,"Absent","Absent"
"T7",1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,"2","6",0,0,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,50,0,0,0,0,0,0,0,0,0,"0","0","100","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Prox Third","Complete","Complete","Complete",1,1,1,1,"cap, ham, lun, scaph, triq, gr mult, less mult, pisi","cap, ham, lun, scaph, triq, gr mult, less mult","1, 2, 3, 4, 5","1, 2, 3, 4, 5","10 prox, 7 interm, 6 distal","cub, navic, 1st, 2nd, 3rd cunei","cub, navic, 1st, 2nd, 3rd cunei","1, 2, 3, 4, 5","1, 2, 3, 4, 5","1 distal",,0,"Unknown (fragmented clavicle)","Absent"
"ET10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,,"9",1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,10,1,1,0,0,0,1,0,1,0,"6","2","50","Distal Third","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete",1,1,1,1,,"cap, ham, lun, scaph, gr mult, pisi",,"2, 3, 4","4 prox, 1 interm","cub, 1st, 3rd cunei","navic, 1st, 2nd, 3rd cunei","1, 2, 3, 4","1, 2, 4, 5","1 prox",,0,"Present","Present"
"ET100",0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,10,0,0,0,0,0,0,0,0,0,"4",,"10",,,,,,,"Prox Third","Prox Third",,,,,0,0,0,0,,,,,,,,,,,"Cranial fragments are definitely from parietals.  Vertebral frags are from C and T verts, but it's hard to separate them, other than the half of the C1.  Also present are two long bone fragments, but I'm unsure which elements these represent.",0,,
"ET102",1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,"4","9",1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,0,1,1,0,0,"6","7","20","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Prox Epiph","Middle Third",,"Middle Third",0,0,0,0,"lun, ham, scaph, triq","cap, scaph","1, 2, 3, 4, 5","1, 2, 3, 4, 5","7 prox, 3 interm",,,,,,"Also present: one MT.",0,"Present","Present"
"ET103",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,"1","9",1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,0,0,1,"8","5","20","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete",1,1,1,1,"cap, lun, scaph, gr mult","cap, lun","1, 2, 3, 4, 5","1, 2, 3, 4, 5","9 prox, 5 interm, 1 dist","cuboid, navic","cuboid, navic, 1st, 3rd cunei","1, 2, 3, 4, 5","1, 2, 3, 4, 5","6 prox (2 1st), 1 dist 1st","Xyphoid process is ossified and fused to sternum, which has a perforation.",0,"Absent","Absent"
"ET11",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,"2","4",0,0,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,10,0,1,0,0,0,1,1,0,0,,,"30","Distal Third","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Prox Third","Prox Third","Middle Third","Middle Third",1,0,1,0,"cap, ham, lun, triq, gr mult, pisi","cap, ham","1, 2, 3, 4, 5","1, 2, 3, 4, 5","10 prox, 7 interm, 6 dist","1st cuneiform",,,,,"Most bones are highly fragmentary, but the long bones are fairly well preserved.",0,"Unknown (fragmented clavicle)","Unknown (clavicle fragmented)"
"ET15A",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,"4","6",0,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,50,1,1,1,0,1,0,1,0,0,"4","7","30","Complete","Complete","Prox Third","Complete","Complete","Complete","Complete","Complete","Distal Third","Distal Third","Distal Third","Distal Third",1,1,1,1,"cap","scaph, less mult",,,"1 prox","cub, navic, 1st, 2nd, 3rd cunei","cub, navic, 1st, 2nd, 3rd cunei","1, 2, 3, 4, 5","1, 2, 3, 4, 5","5 prox, 1 dist","Numerous unidentifiable fragments as well.",0,"Absent","Absent"
"ET15B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,,"3",1,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,"0","0","40","Distal Third","Complete","Complete","Middle Third","Complete","Distal Third","Complete","Complete","Prox Third","Complete","Distal Third","Middle Third",1,1,1,1,"cap, gr mult","lun, navic, gr mult, less mult, triq, pisi","4, 5","1","8 prox, 5 interm, 1 dist",,,,,,"One bag of various fragments present.  4 extra MCs present, but unsure which because bases are missing and bones are covered in concretions.",0,"Unknown (fragmented clavicle)",
"ET16",1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,"1",,,"Distal Third","Distal Third","Complete",,"Middle Third","Complete","Middle Third","Middle Third",,,0,0,0,0,,,,,"1 prox",,,,,,,0,"Unknown (fragmented clavicle)","Absent"
"ET17",1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,"4","9",1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,20,1,1,1,1,1,1,1,0,0,"6","7","40","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete",0,1,0,1,,,,"1, 2, 3, 4","7 prox, 2 dist",,,,,,,0,"Absent","Absent"
"T70",1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,"4","9",1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,20,1,1,1,1,0,0,1,0,1,"7","3","20","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete",1,1,1,0,"capitates, 4 additional","3 carpals","1, 2, 3, 4, 5","1, 2, 3, 4, 5","10 prox, 6 interm, 7 distal","cuboid, 4 others","cuboid, 3 others","1, 2, 3, 4, 5","1, 2, 3, 4, 5","6 prox","Some of the hand and foot phanalges might be mixed up.",0,"Absent","Absent"
"T71",1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,30,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,"3","9",1,0,0,1,1,1,1,0,,,"4","4","4",,,"4","4","4",,"4","4","4","4","4","4","4","4","4",30,1,0,0,0,0,0,0,0,0,"5","3","30","Complete","Complete",,,,,,"Prox Epiph","Complete","Prox Third","Distal Third","Distal Third",1,1,1,1,,,,,"4 prox, 2 interm, 4 distal","cuboid","cuboid","1","1","3 prox, 2 distal","Unsideable: 5 MCs; 3 MTs",0,,"Unknown (clavicle fragmented)"
"T72",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,"1",,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,50,0,0,0,0,0,1,0,0,0,"0","0","20","Complete","Distal and Prox Epiph","Prox Third","Prox Epiph","Prox Third","Prox Third","Prox and Distal Third","Distal Third","Complete","Complete","Complete","Complete",1,1,1,1,"lunate, capitate","less mult",,,"4 prox, 1 distal","navic, cuboid, 1st cunei","navic, cuboid, 1st, 2nd, 3rd cunei","1, 2, 3, 4, 5","1, 2, 3, 4, 5","10 prox, 2 interm","Variety of epiphyses present: phalanges, calcaneus, humerus, radius, femur, tibia, fibula, etc.",0,,"Unknown (clavicle fragmented)"
"T73",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,"4","6",1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,10,1,1,1,1,1,0,0,1,0,"8","4","20","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete",1,1,1,1,"cap, ham, triq, less mult","lun, gr mult","1, 2, 3, 4, 5","1, 2, 3, 4, 5","10 prox, 7 interm, 4 distal","cuboid, 1st cunei","cuboid, navicular, 1st, 2nd, 3rd cunei","1, 5 (+1)","1, 2, 3, 4, 5","3 prox","T verts present are T4-12.  Malleus fell out of one EAM.",1,"Absent","Absent"
"T74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,"0","0","0",,,,,,,,"Prox Third","Prox Third",,,,0,0,0,0,,,,,,,,,,,"Also one long bone fragment, unidentifiable.",0,,
"T75",0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,"4","7",0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,20,0,0,1,0,1,0,0,0,0,"3","4","10","Distal Third","Complete","Prox Third",,"Prox Third",,"Prox Epiph","Prox Third","Complete","Prox Third","Middle Third","Distal Third",1,1,1,1,,"hamate",,"4","7 prox, 7 interm, 3 distal","cub, navic, 1st, 2nd, 3rd cunei","cub, navic, 1st, 2nd, 3rd cunei","1, 2, 3, 4, 5","1, 2, 3, 4, 5","8 prox","Also present: frags of R and L radii and ulnae; frags of ischium,  ischial tuberosity epiphysis; R distal femur frags; L and R tibia epiph frag; frags of ilium and iliac crest epiph; lots of phalangeal epiphyses.  Unsure which T and L verts present.",0,"Unknown (fragmented clavicle)","Unknown (clavicle fragmented)"
"T76",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,"4","9",1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,10,1,1,1,1,1,1,1,1,1,"8","8","0","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete",1,1,1,1,"capitate, greater multangular","cap, ham, lun, scaph, triq, pis, zoid","5","5","8 prox, 2 med, 1 distal","all","navicular, cuboid, 3rd cunei","5","4","3 L prox; 4 R prox; 3 R med; 3 R dist","Ossified cartilage present; bagged with hyoid and mandible.  Left humerus, ulna, radius, and hand appear to belong to another individual (see measurements).  LXI1 loose.  Pubic bones fragmentary at best.",1,"Absent","Present"
"T77",1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,,"6",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,20,0,1,0,0,0,0,0,0,0,"3","5","50","Complete","Complete","Distal Fragment","Complete","Prox Third","Complete","Middle Third","Complete","Distal Third","Complete","Complete","Complete",0,1,1,1,"cap, ham","cap, lun, less mult","3, 5","1, 2, 3, 4, 5","9 prox, 5 interm, 1 dist","cuboid, 3rd cunei","cub, navic, 1st, 2nd cunei","1, 2, 4, 5","1, 2, 3, 4, 5","6 prox, 1 distal","Unsure which T verts are present; appear to be at least 6 of them.  Also included are: 2 sesamoid bones from the feet; fish vertebra; pottery fragments; metal fragment.",0,"Absent","Unknown (clavicle fragmented)"
"T79",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,"0","0","1",,,,,,,,"Distal Epiph","Complete","Complete","Complete","Complete",1,1,1,1,,,,,"1 prox","cuboid, 1st, 2nd, 3rd cunei","navic, cuboid, 3rd cunei","1, 5","1, 5","9 prox, 2 interm","5 additional MTs, unsideable.",0,,
"T8",1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,"4","9",1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,0,0,"8","8","10","Complete","Complete","Complete","Complete","Complete","Complete","Complete",,"Prox Third","Complete","Distal Third","Complete",0,1,0,0,"capitate, triquetral","capitate","1, 2, 3, 4, 5","1, 2, 3, 4, 5","9 prox, 3 interm, 1 dist",,"3rd cuneiform",,,,"Front left half of skull was crushed, leaving it in lots of tiny pieces.  Distal finger bone found when cleaning inside of skull.  R femur not found.  Also found 2 MC epiphyses and 1 prox finger epiph.",0,"Absent","Absent"
"T80",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,"3","9",1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,0,0,0,0,"6","7","50","Complete","Complete","Prox Epiph","Complete","Prox Epiph","Prox Epiph","Complete","Complete",,,,,0,0,0,0,"lesser mult",,"1, 2, 4, 5","1, 2, 4","8 prox; 2 interm",,,,,,"M3s unerupted (can see through holes in max/mand).  Lots of rib fragments.  Sacrum unfused.  Three subadult fragments from another individual were bagged with this one (femur epiph, pubis, long bone).  Incus and stapes found and bagged separately.",0,"Present","Present"
"T81",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,"4","9",1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,10,1,1,1,1,1,1,1,0,1,"6","4","50","Complete","Complete","Middle Third","Prox Third","Prox Third","Prox Third","Middle Third","Prox Third","Complete","Complete","Complete","Complete",1,1,1,1,"capitate","gr mult","1","1, 2","4 prox, 2 interm, 2 dist","cuboid, 1st cunei","cuboid, 3rd cunei, navic","1, 5","1, 5","2 prox, 1 dist","Also included with this individual are: 2 additional MTs, 3 additional MCs, one foot sesamoid bone (all unsideable).",1,"Present","Absent"
"T82A",0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,7,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,"4","9",1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,10,0,1,1,0,0,0,0,0,0,"8","5","7","Complete","Complete","Distal Third","Complete","Prox Third","Complete","Middle Third","Prox Third","Distal Third","Distal Third","Distal Third","Complete",1,1,0,1,"lun, cap, trzoid, hamate, triq","lun, cap, trzoid, hamate, triq, scaph, trzium, pisiform","1-5","1-5","9 prox, 6 inter, 2 distal","nav, 1st cun, 2nd cun,","nav, 1st cun, 3rd cun, cuboid","1, 5","2, 3, 4, 5","L/R prox 1st, 4 prox, 1 distal big toe phalanx","Incredibly fragmentary left patella not counted as present.",0,,
"T82B",1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,"4","9",1,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,20,1,0,1,1,1,0,1,0,0,"6","7","20","Distal Third","Prox Third",,,,,,,,,,,0,0,0,0,,,,,"1 prox",,,,,,,1,"Absent","Absent"
"T83A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,"0","0","0",,,,,,,"Complete","Complete","Complete","Complete","Complete","Complete",1,0,1,1,,,,,"1 prox","navic, cuboid, 2nd cunei","navic, cuboid, 1st, 2nd cunei","1","1","2 prox","2 additional MTs",0,,
"T83B",1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,12,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,"3","4",0,0,1,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,4,0,1,1,0,0,0,0,0,0,"6","9","7","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete",,,,,0,0,0,0,,,"1, 2, 4","2, 3","4 proximal",,,,"4",,"Long bones were scored as complete.  R radius missing distal epiph; R/L ulna missing distal epiph; clavicles missing medial epiph; R/L femur missing distal epiph; os coxae missing iliac crest, tibial tuberosity epiph. Sacrum unfused.",0,"Present","Present"
"T84",1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,"4","7",1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,10,1,1,1,0,0,0,0,0,0,"0","1","50","Prox Third","Complete",,"Complete","Prox Third","Complete","Distal Third","Complete","Complete","Complete","Complete","Complete",1,1,1,1,"lunate","cap, scaph, gr mult, less mult","1, 5","1, 4","5 prox, 5 interm, 1 dist","cub, navic, 1st, 2nd, 3rd cunei","cub, navic, 1st, 2nd, 3rd cunei","1, 2, 3, 4, 5","1, 2, 3, 4, 5","5 prox, 2 interm, 2 dist","One sesamoid bone in L foot, stuck to distal head of L MT1.",0,"Absent","Present"
"T85",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,"0","0","0",,"Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete",,,,0,0,0,0,,,,,,,,,,,"No epiphyses are present except for the prox L radius and greater trochanter of the R femur.",0,,
"T86",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,"0","0","0",,,,,,,"Complete",,"Complete","Complete",,,0,0,0,0,,,"3, 4",,"1 prox",,,,,"1 distal 1st",,0,,
